Gender,IsSenior,Married,Dependents,ClientMonths,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,ContractType,PaymentMethod,MonthlyCharges,TotalCharges,Churn
male,0,no,no,25,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),19.9,510.8,no
female,0,no,no,5,yes,dsl,yes,no,no,month-to-month,electronic check,53.8,283.95,no
male,0,no,no,26,yes,dsl,no,no,no,one year,credit card (automatic),51.55,1295.4,no
male,0,yes,yes,1,yes,no,no internet service,no internet service,no internet service,one year,mailed check,19.65,19.65,no
male,1,no,no,70,yes,dsl,no,no,yes,one year,credit card (automatic),44.05,3011.65,no
male,0,yes,yes,72,yes,fiber optic,yes,yes,yes,two year,electronic check,114.0,8093.15,no
male,0,yes,no,60,yes,fiber optic,no,no,yes,one year,electronic check,94.4,5610.25,yes
female,1,yes,yes,32,yes,fiber optic,no,no,yes,month-to-month,electronic check,100.4,3217.65,no
male,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,19.85,19.85,yes
female,0,no,no,14,yes,dsl,no,no,no,one year,mailed check,54.25,773.2,no
female,0,no,no,13,yes,fiber optic,yes,no,no,month-to-month,credit card (automatic),80.0,1029.35,no
female,0,no,no,6,yes,fiber optic,no,yes,yes,month-to-month,credit card (automatic),109.9,669.45,yes
female,0,no,no,46,yes,dsl,yes,no,yes,two year,mailed check,79.2,3593.8,no
male,0,no,no,15,yes,fiber optic,no,yes,yes,month-to-month,electronic check,101.35,1553.95,yes
male,1,yes,no,43,yes,fiber optic,no,yes,yes,month-to-month,electronic check,94.3,3953.15,no
male,0,no,no,39,yes,dsl,no,yes,no,two year,bank transfer (automatic),49.8,1971.15,no
male,1,no,no,21,yes,dsl,no,no,yes,month-to-month,bank transfer (automatic),60.05,1236.15,yes
male,0,no,no,57,yes,dsl,yes,no,yes,month-to-month,electronic check,53.75,3196.0,no
female,0,yes,no,53,yes,fiber optic,no,yes,yes,one year,electronic check,93.45,4872.2,no
male,0,yes,yes,18,yes,fiber optic,yes,no,yes,month-to-month,mailed check,87.9,1500.5,no
female,0,no,no,1,yes,dsl,no,no,no,month-to-month,electronic check,60.15,60.15,yes
female,0,yes,no,58,yes,dsl,yes,yes,no,one year,bank transfer (automatic),61.05,3478.75,no
female,1,no,no,71,yes,fiber optic,no,no,yes,two year,bank transfer (automatic),104.05,7413.55,no
female,0,no,no,35,yes,fiber optic,no,yes,yes,one year,electronic check,99.25,3532.0,no
male,0,no,no,3,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),85.7,256.75,no
male,0,no,no,38,yes,fiber optic,yes,no,yes,one year,electronic check,104.85,3887.25,no
male,0,yes,yes,35,yes,dsl,yes,yes,no,two year,credit card (automatic),69.15,2490.15,no
male,0,no,no,7,yes,fiber optic,no,no,yes,month-to-month,electronic check,90.45,593.45,yes
female,0,no,no,47,yes,dsl,no,yes,yes,two year,mailed check,74.45,3510.3,no
female,0,no,no,14,yes,dsl,no,no,no,month-to-month,electronic check,50.45,765.45,no
female,1,yes,no,20,yes,dsl,no,no,no,month-to-month,electronic check,60.0,1259.35,no
male,0,yes,no,66,yes,dsl,yes,yes,yes,two year,electronic check,85.25,5538.35,no
male,0,yes,no,15,yes,no,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),19.45,340.85,no
female,0,no,no,42,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),20.75,844.45,no
female,0,yes,no,17,yes,fiber optic,yes,no,no,month-to-month,electronic check,78.9,1348.95,no
male,0,no,no,37,yes,fiber optic,no,yes,yes,one year,credit card (automatic),104.5,3778.0,no
female,0,no,no,12,yes,dsl,no,no,no,month-to-month,electronic check,49.4,611.65,no
male,0,yes,no,53,yes,fiber optic,no,no,yes,one year,bank transfer (automatic),94.25,4867.95,yes
female,0,no,no,60,yes,no,no internet service,no internet service,no internet service,two year,mailed check,25.0,1505.05,no
male,0,yes,yes,18,yes,dsl,no,no,no,month-to-month,credit card (automatic),25.55,467.85,no
male,0,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,74.9,74.9,yes
female,0,no,no,3,yes,fiber optic,no,no,no,month-to-month,electronic check,70.15,194.2,no
female,0,no,yes,9,yes,dsl,no,yes,yes,month-to-month,credit card (automatic),69.4,571.45,no
female,0,no,no,1,yes,fiber optic,no,no,yes,month-to-month,electronic check,80.25,80.25,yes
male,0,yes,no,56,yes,fiber optic,yes,no,no,one year,electronic check,93.15,5253.95,no
male,0,yes,yes,17,yes,fiber optic,no,no,no,month-to-month,electronic check,69.0,1149.65,yes
female,0,yes,yes,11,yes,dsl,no,yes,no,month-to-month,electronic check,66.35,740.8,yes
male,0,no,no,7,yes,fiber optic,no,no,no,month-to-month,electronic check,69.55,521.35,no
female,0,yes,yes,69,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),20.2,1412.65,no
male,0,no,no,19,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),86.0,1532.45,yes
female,0,yes,yes,3,yes,fiber optic,no,no,no,month-to-month,electronic check,80.3,250.05,yes
male,0,yes,yes,54,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),20.4,1090.6,no
male,0,yes,no,62,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),23.75,1446.8,no
male,0,no,no,24,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),90.55,2282.55,yes
female,0,yes,yes,62,yes,dsl,no,no,yes,month-to-month,credit card (automatic),70.45,4300.45,no
male,0,no,no,17,yes,dsl,yes,no,no,month-to-month,bank transfer (automatic),65.75,1111.2,no
male,0,no,no,9,yes,dsl,no,no,no,month-to-month,mailed check,24.6,190.1,no
male,0,yes,yes,64,yes,dsl,yes,yes,yes,two year,mailed check,69.25,4447.75,no
female,0,no,no,2,yes,fiber optic,no,no,no,month-to-month,electronic check,75.9,143.35,yes
male,0,yes,yes,1,yes,dsl,no,no,no,month-to-month,mailed check,45.85,45.85,yes
female,0,yes,no,16,yes,dsl,no,yes,yes,month-to-month,electronic check,49.95,810.2,yes
female,0,yes,no,72,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),24.65,1830.05,no
male,0,no,no,30,yes,fiber optic,yes,no,no,one year,bank transfer (automatic),90.4,2820.65,no
female,0,yes,no,49,yes,fiber optic,yes,no,yes,month-to-month,mailed check,100.85,4847.35,no
male,0,yes,no,61,yes,dsl,yes,yes,no,two year,credit card (automatic),75.35,4729.3,no
male,0,yes,yes,47,yes,fiber optic,no,no,yes,month-to-month,electronic check,87.2,4017.45,no
male,0,no,no,20,yes,dsl,yes,no,no,month-to-month,credit card (automatic),64.4,1398.6,no
male,0,yes,yes,34,yes,fiber optic,no,no,yes,month-to-month,electronic check,78.3,2564.3,yes
female,0,yes,yes,70,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),24.7,1685.9,no
male,0,no,yes,54,yes,fiber optic,yes,yes,yes,one year,electronic check,105.85,5826.65,no
male,1,yes,no,61,yes,fiber optic,no,yes,yes,one year,mailed check,98.3,6066.55,no
male,0,no,no,3,yes,fiber optic,no,no,no,month-to-month,electronic check,76.95,228.4,yes
male,0,no,no,13,yes,no,no internet service,no internet service,no internet service,one year,mailed check,19.45,270.2,no
female,1,no,no,16,yes,fiber optic,no,no,yes,month-to-month,electronic check,96.15,1529.2,yes
female,0,yes,yes,3,yes,dsl,no,no,yes,month-to-month,credit card (automatic),58.7,168.6,no
male,0,no,no,25,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.15,536.35,no
male,0,no,no,30,yes,dsl,yes,no,no,month-to-month,mailed check,64.5,1888.45,no
female,0,yes,no,21,yes,dsl,yes,no,no,month-to-month,electronic check,28.5,629.35,no
male,0,no,no,1,yes,dsl,no,no,no,month-to-month,electronic check,45.3,45.3,yes
female,0,no,no,15,yes,no,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),19.4,289.3,yes
male,1,yes,no,23,yes,fiber optic,no,no,yes,month-to-month,electronic check,90.45,2117.25,no
female,0,yes,yes,45,yes,fiber optic,yes,no,yes,month-to-month,electronic check,105.15,4730.9,no
female,0,yes,yes,24,yes,fiber optic,no,no,no,one year,bank transfer (automatic),83.15,2033.05,no
female,0,no,no,11,yes,fiber optic,no,yes,yes,month-to-month,electronic check,90.15,987.95,yes
male,0,no,no,1,yes,dsl,no,no,no,month-to-month,mailed check,45.05,45.05,yes
female,0,yes,no,56,yes,fiber optic,no,yes,yes,two year,bank transfer (automatic),103.2,5744.35,no
female,0,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,75.8,75.8,yes
male,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,19.45,19.45,no
female,0,no,no,7,yes,fiber optic,no,no,no,month-to-month,electronic check,79.3,523.15,yes
female,1,yes,no,55,yes,fiber optic,no,yes,yes,two year,credit card (automatic),88.8,4805.3,no
female,0,no,no,2,yes,dsl,no,yes,no,month-to-month,electronic check,30.9,59.05,yes
female,0,yes,yes,72,yes,dsl,yes,yes,yes,two year,credit card (automatic),85.9,6110.75,no
female,1,no,no,45,yes,dsl,no,no,no,one year,electronic check,34.2,1596.6,no
female,0,no,no,47,yes,no,no internet service,no internet service,no internet service,two year,mailed check,20.15,1046.2,no
female,1,no,no,46,yes,fiber optic,no,no,yes,one year,credit card (automatic),95.25,4424.2,yes
male,0,no,no,2,yes,dsl,no,no,no,month-to-month,mailed check,50.3,92.75,no
female,0,yes,no,2,yes,fiber optic,yes,yes,no,month-to-month,electronic check,80.15,194.55,no
female,0,yes,no,12,yes,dsl,no,no,no,month-to-month,electronic check,51.25,612.1,no
female,1,yes,no,68,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),89.6,6127.6,yes
male,0,yes,yes,69,yes,fiber optic,no,yes,yes,two year,credit card (automatic),95.2,6671.7,no
male,1,no,yes,56,yes,fiber optic,yes,no,yes,one year,credit card (automatic),94.8,5264.3,no
female,1,no,no,4,yes,fiber optic,yes,no,no,month-to-month,electronic check,80.25,303.7,no
male,0,yes,no,64,yes,dsl,no,yes,yes,two year,bank transfer (automatic),76.1,4818.8,no
male,0,yes,no,59,yes,fiber optic,yes,no,yes,one year,electronic check,110.15,6448.05,yes
male,0,yes,yes,62,yes,fiber optic,yes,yes,yes,two year,bank transfer (automatic),115.55,7159.05,no
male,0,yes,yes,63,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),24.65,1574.5,no
female,0,no,no,53,yes,dsl,yes,yes,yes,one year,electronic check,53.6,2879.2,no
male,0,yes,yes,5,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.45,86.05,no
male,1,yes,no,49,yes,fiber optic,yes,no,no,month-to-month,electronic check,88.2,4159.45,no
female,0,yes,yes,62,yes,fiber optic,yes,no,yes,two year,bank transfer (automatic),101.15,6638.35,no
female,0,yes,no,55,yes,dsl,yes,yes,no,two year,mailed check,56.8,3112.05,no
female,1,yes,no,71,yes,fiber optic,yes,yes,yes,two year,electronic check,99.4,7168.25,no
female,0,yes,yes,72,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),20.1,1326.25,no
male,0,yes,yes,36,yes,dsl,yes,yes,yes,one year,credit card (automatic),60.7,2234.55,no
male,0,yes,no,25,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),20.95,495.15,no
female,1,yes,no,72,yes,fiber optic,yes,yes,yes,two year,bank transfer (automatic),114.85,8317.95,no
female,0,no,no,36,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.25,679.8,no
male,0,no,no,1,yes,dsl,no,no,yes,month-to-month,mailed check,62.8,62.8,no
female,0,yes,no,72,yes,fiber optic,yes,no,yes,two year,electronic check,105.5,7544.0,no
male,0,yes,yes,59,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.85,1188.25,no
male,1,yes,no,7,yes,fiber optic,no,no,yes,month-to-month,electronic check,89.5,676.7,yes
female,0,no,no,1,yes,dsl,no,yes,yes,one year,credit card (automatic),74.1,74.1,no
female,0,yes,yes,30,yes,fiber optic,no,yes,yes,month-to-month,electronic check,107.5,3242.5,no
male,0,no,no,64,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.55,1240.15,no
male,0,no,no,63,yes,dsl,yes,yes,no,one year,bank transfer (automatic),68.8,4111.35,no
male,1,yes,no,72,yes,dsl,yes,no,yes,two year,credit card (automatic),84.45,5899.85,no
male,0,yes,no,8,yes,fiber optic,yes,no,no,month-to-month,electronic check,75.0,632.95,yes
female,0,no,no,62,yes,dsl,no,yes,yes,two year,bank transfer (automatic),84.5,5193.2,no
male,0,yes,yes,67,yes,fiber optic,no,yes,yes,two year,bank transfer (automatic),111.2,7530.8,no
male,0,no,no,6,yes,dsl,no,no,no,month-to-month,electronic check,44.75,270.95,yes
female,0,yes,yes,70,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),80.6,5460.2,no
female,1,no,no,20,yes,fiber optic,no,no,yes,month-to-month,bank transfer (automatic),80.7,1614.2,no
female,0,no,no,5,yes,fiber optic,no,no,no,month-to-month,electronic check,75.6,402.5,no
female,0,yes,yes,24,yes,dsl,yes,no,yes,one year,electronic check,57.6,1367.75,no
female,0,yes,no,11,yes,dsl,no,no,no,month-to-month,electronic check,44.05,483.7,yes
male,0,yes,no,72,yes,fiber optic,no,yes,yes,two year,credit card (automatic),110.6,7962.2,no
female,0,yes,yes,66,yes,dsl,yes,yes,no,two year,credit card (automatic),58.2,3810.8,no
female,0,yes,yes,45,yes,dsl,yes,yes,yes,two year,mailed check,81.0,3533.6,no
female,0,yes,yes,69,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.7,1396.9,no
male,1,yes,no,15,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),85.6,1345.55,yes
female,0,no,no,28,yes,dsl,no,no,yes,month-to-month,bank transfer (automatic),59.55,1646.45,no
female,0,no,no,70,yes,fiber optic,yes,yes,yes,one year,credit card (automatic),115.55,8127.6,yes
female,0,no,no,36,yes,dsl,yes,yes,no,one year,mailed check,75.55,2680.15,no
male,1,no,no,16,yes,fiber optic,no,no,yes,month-to-month,electronic check,86.6,1281.0,yes
female,0,no,no,18,yes,fiber optic,no,no,yes,month-to-month,electronic check,85.2,1553.9,yes
female,0,yes,no,34,yes,fiber optic,no,no,yes,month-to-month,electronic check,97.65,3207.55,yes
male,0,yes,yes,42,yes,dsl,no,no,no,one year,credit card (automatic),45.1,2049.05,no
male,0,no,no,48,yes,dsl,yes,yes,no,one year,bank transfer (automatic),70.95,3629.2,no
male,0,yes,no,47,yes,fiber optic,no,yes,yes,month-to-month,electronic check,109.55,5124.55,yes
female,0,yes,yes,39,yes,fiber optic,no,yes,no,one year,electronic check,89.55,3474.45,yes
female,0,yes,yes,11,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),20.9,202.3,no
male,0,no,no,7,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.95,147.5,no
female,0,no,no,3,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,24.6,86.35,no
male,0,no,no,8,yes,dsl,yes,no,no,month-to-month,electronic check,66.7,579.0,no
male,0,no,yes,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.45,19.45,yes
male,0,yes,yes,32,yes,fiber optic,yes,no,no,one year,mailed check,94.8,3131.55,no
male,0,yes,yes,60,yes,dsl,yes,yes,no,one year,bank transfer (automatic),65.85,3928.3,no
female,0,yes,no,10,yes,no,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),19.95,187.75,no
female,0,yes,no,71,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),24.65,1710.15,no
female,0,yes,yes,4,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.35,76.35,yes
female,1,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,69.25,69.25,yes
female,0,yes,yes,43,yes,dsl,yes,yes,yes,one year,bank transfer (automatic),51.25,2151.6,no
male,0,yes,no,59,yes,fiber optic,no,no,yes,one year,bank transfer (automatic),99.5,5961.1,yes
female,0,yes,no,23,yes,dsl,no,yes,no,month-to-month,electronic check,54.25,1221.55,no
female,0,yes,no,72,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.4,1496.45,no
male,0,yes,no,22,yes,dsl,yes,yes,no,one year,credit card (automatic),56.25,1292.2,no
female,0,no,no,1,yes,dsl,no,no,no,month-to-month,mailed check,25.15,25.15,no
male,0,no,no,69,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),23.95,1713.1,no
male,0,no,no,50,yes,dsl,yes,yes,no,one year,mailed check,35.4,1748.9,no
female,1,no,no,1,yes,dsl,no,no,no,month-to-month,electronic check,25.2,25.2,yes
male,0,no,no,2,yes,dsl,no,no,no,month-to-month,mailed check,45.0,96.45,yes
female,0,yes,no,15,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),75.35,1114.55,no
male,0,no,no,31,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),20.4,609.1,no
male,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.15,20.15,yes
male,0,yes,no,66,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),105.0,7133.25,yes
female,0,yes,yes,0,yes,dsl,yes,yes,yes,two year,credit card (automatic),56.05,56.05,no
male,0,no,yes,3,yes,dsl,no,no,yes,month-to-month,credit card (automatic),54.7,169.45,yes
female,0,no,no,8,yes,no,no internet service,no internet service,no internet service,two year,mailed check,20.0,141.6,no
male,0,yes,yes,64,yes,dsl,yes,no,yes,one year,credit card (automatic),73.05,4688.65,no
female,0,yes,no,28,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.5,563.05,no
female,0,yes,no,57,yes,fiber optic,no,no,yes,one year,credit card (automatic),100.75,5985.0,no
female,0,yes,yes,14,yes,fiber optic,no,no,no,month-to-month,electronic check,87.25,1258.6,yes
male,0,no,no,19,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.95,373.5,no
male,0,yes,no,10,yes,fiber optic,no,no,yes,month-to-month,electronic check,79.95,857.2,yes
female,0,yes,no,51,yes,dsl,no,no,yes,month-to-month,electronic check,49.65,2553.35,no
female,0,yes,no,67,yes,dsl,yes,no,no,two year,mailed check,65.65,4322.85,no
male,0,yes,yes,11,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,20.45,250.8,no
male,0,yes,yes,72,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),60.95,4549.05,no
male,0,yes,yes,66,yes,no,no internet service,no internet service,no internet service,one year,electronic check,20.35,1359.5,no
female,0,no,no,18,yes,fiber optic,no,yes,yes,month-to-month,electronic check,88.35,1639.3,yes
female,0,no,no,9,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,19.5,178.85,no
female,0,no,no,9,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),75.2,633.85,no
male,0,yes,no,48,yes,fiber optic,yes,no,yes,month-to-month,bank transfer (automatic),111.45,5315.1,no
male,0,no,no,10,yes,fiber optic,no,no,no,month-to-month,mailed check,70.15,735.5,no
female,0,no,no,9,yes,fiber optic,no,no,yes,month-to-month,electronic check,94.75,889.9,yes
female,1,no,no,13,yes,fiber optic,no,no,yes,month-to-month,electronic check,95.05,1290.0,yes
male,0,no,no,4,yes,fiber optic,no,no,no,month-to-month,electronic check,78.45,330.05,yes
male,0,no,no,4,yes,fiber optic,no,no,no,month-to-month,electronic check,70.2,237.95,yes
female,0,yes,no,72,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),92.0,6474.4,no
female,0,yes,yes,51,yes,dsl,yes,yes,yes,two year,credit card (automatic),85.5,4421.95,no
male,0,yes,no,59,yes,dsl,no,no,no,month-to-month,bank transfer (automatic),41.05,2452.7,yes
male,0,yes,no,10,yes,fiber optic,no,no,yes,month-to-month,electronic check,85.6,813.85,yes
male,1,yes,no,61,yes,fiber optic,no,no,no,month-to-month,electronic check,82.15,4904.85,no
male,0,no,no,54,yes,fiber optic,yes,yes,no,one year,electronic check,84.4,4484.05,no
female,0,no,no,33,yes,dsl,yes,no,no,month-to-month,mailed check,60.9,2033.85,no
female,0,no,no,27,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),20.25,538.2,no
female,1,no,no,1,yes,fiber optic,no,no,yes,month-to-month,electronic check,79.2,79.2,yes
male,0,no,no,23,yes,fiber optic,no,no,yes,month-to-month,mailed check,95.3,2192.9,no
male,0,no,yes,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.85,19.85,no
male,0,yes,yes,45,yes,dsl,yes,yes,yes,two year,mailed check,84.35,3858.05,no
female,0,yes,yes,39,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.85,854.8,no
male,0,no,no,5,yes,dsl,no,no,yes,one year,mailed check,70.0,347.4,yes
male,0,yes,yes,72,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),82.3,5815.15,no
female,0,yes,yes,58,yes,dsl,no,no,yes,month-to-month,bank transfer (automatic),66.8,3970.4,no
female,0,no,no,70,yes,dsl,yes,yes,no,two year,bank transfer (automatic),44.6,3058.15,no
male,0,yes,yes,61,yes,fiber optic,no,yes,yes,one year,bank transfer (automatic),98.45,6145.2,no
male,0,no,no,2,yes,fiber optic,no,no,no,month-to-month,mailed check,70.7,129.2,no
female,0,yes,yes,46,yes,no,no internet service,no internet service,no internet service,one year,mailed check,24.95,1165.9,no
female,0,no,no,1,yes,dsl,no,no,no,month-to-month,bank transfer (automatic),49.95,49.95,yes
female,0,yes,no,22,yes,fiber optic,no,no,no,month-to-month,electronic check,69.25,1554.0,yes
female,0,no,no,48,yes,fiber optic,yes,yes,yes,two year,credit card (automatic),102.5,4904.25,no
male,0,no,no,64,yes,dsl,no,yes,yes,two year,credit card (automatic),86.55,5632.55,no
male,0,yes,yes,72,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),24.3,1643.25,no
female,0,yes,yes,12,yes,dsl,no,no,yes,month-to-month,credit card (automatic),58.35,740.55,no
female,1,yes,no,34,yes,fiber optic,no,no,no,month-to-month,electronic check,94.25,3217.55,yes
female,0,yes,yes,72,yes,dsl,yes,no,no,two year,credit card (automatic),68.75,4888.2,no
male,0,yes,no,29,yes,fiber optic,no,no,no,month-to-month,electronic check,85.8,2440.25,no
male,0,yes,yes,33,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),20.1,620.55,no
female,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.35,20.35,no
female,0,yes,yes,62,yes,fiber optic,no,yes,yes,one year,electronic check,110.8,6840.95,no
male,0,yes,no,41,yes,dsl,no,no,yes,one year,electronic check,73.0,3001.2,yes
female,0,no,no,64,yes,fiber optic,no,no,yes,one year,credit card (automatic),100.05,6254.2,yes
female,0,no,no,4,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),82.85,319.6,no
female,0,no,no,24,yes,fiber optic,yes,yes,no,month-to-month,electronic check,84.35,1938.05,no
female,0,yes,yes,14,yes,no,no internet service,no internet service,no internet service,one year,mailed check,19.55,294.5,no
male,0,no,yes,3,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.95,58.3,no
female,1,no,no,4,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),99.8,442.85,yes
female,0,no,yes,18,yes,dsl,no,no,no,month-to-month,electronic check,35.0,553.0,yes
male,0,no,no,8,yes,dsl,no,no,yes,month-to-month,electronic check,66.25,546.45,no
female,0,no,no,35,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),23.3,797.1,no
female,0,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,76.0,76.0,yes
male,0,no,yes,66,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),25.3,1673.8,no
male,0,no,yes,8,yes,dsl,yes,yes,no,two year,mailed check,44.55,343.45,no
female,0,yes,no,71,yes,fiber optic,yes,no,yes,one year,credit card (automatic),104.1,7412.25,no
female,0,yes,yes,43,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),92.55,4039.0,no
female,1,no,no,2,yes,fiber optic,no,no,yes,month-to-month,electronic check,93.85,170.85,yes
male,1,no,no,29,yes,fiber optic,no,no,yes,month-to-month,bank transfer (automatic),101.45,2948.6,no
female,0,yes,no,15,yes,fiber optic,no,no,yes,month-to-month,electronic check,84.3,1308.4,yes
male,0,yes,yes,65,yes,fiber optic,yes,yes,no,two year,credit card (automatic),94.55,6078.75,no
male,0,no,no,35,yes,fiber optic,no,yes,yes,month-to-month,electronic check,95.5,3418.2,no
male,0,no,no,64,yes,fiber optic,yes,no,yes,one year,credit card (automatic),100.3,6603.8,no
female,0,yes,yes,58,yes,dsl,no,yes,yes,two year,credit card (automatic),55.5,3166.9,no
female,1,no,no,18,yes,dsl,no,no,no,month-to-month,credit card (automatic),49.85,865.75,no
male,0,yes,yes,67,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),89.55,6373.1,no
male,0,yes,yes,63,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.15,1177.05,no
female,0,yes,no,60,yes,fiber optic,no,no,yes,month-to-month,electronic check,99.8,5985.75,no
male,1,no,no,9,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),84.4,732.5,yes
female,0,yes,yes,70,yes,fiber optic,yes,yes,yes,two year,credit card (automatic),113.05,7869.05,no
male,0,yes,no,15,yes,fiber optic,no,no,yes,month-to-month,electronic check,101.1,1504.05,yes
female,0,no,yes,48,yes,no,no internet service,no internet service,no internet service,one year,mailed check,19.95,936.7,no
male,0,yes,no,12,yes,dsl,no,yes,yes,month-to-month,electronic check,74.15,741.4,no
male,1,yes,no,71,yes,fiber optic,yes,yes,no,one year,electronic check,92.0,6585.2,no
male,1,no,no,44,yes,fiber optic,no,no,no,month-to-month,electronic check,73.85,3122.4,no
male,0,no,no,1,yes,dsl,no,no,no,month-to-month,electronic check,50.45,50.45,yes
male,0,yes,yes,45,yes,no,no internet service,no internet service,no internet service,two year,mailed check,24.45,1088.25,no
female,0,no,no,23,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),24.8,615.35,no
female,0,yes,no,43,yes,dsl,no,yes,yes,one year,bank transfer (automatic),64.85,2908.2,no
male,0,no,no,35,yes,no,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),20.75,739.9,no
male,0,yes,no,9,yes,dsl,yes,yes,yes,month-to-month,mailed check,68.95,593.85,no
male,0,no,no,12,yes,fiber optic,no,yes,yes,month-to-month,mailed check,99.95,1132.75,yes
female,1,yes,no,65,yes,fiber optic,yes,no,yes,month-to-month,credit card (automatic),109.4,7227.45,no
female,0,no,no,2,yes,fiber optic,no,no,yes,month-to-month,electronic check,91.4,193.6,yes
male,0,no,no,27,yes,dsl,no,no,no,month-to-month,mailed check,49.0,1291.35,no
female,0,no,no,40,yes,dsl,no,no,no,one year,mailed check,50.25,2023.55,no
female,1,no,no,5,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),75.55,349.65,yes
male,0,yes,yes,8,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),19.9,153.95,no
female,1,yes,no,58,yes,fiber optic,no,no,yes,one year,bank transfer (automatic),97.8,5458.8,no
female,0,yes,yes,52,yes,fiber optic,yes,no,yes,one year,electronic check,100.3,5244.45,no
male,0,yes,no,3,yes,dsl,no,yes,no,month-to-month,mailed check,55.8,154.55,no
male,0,no,yes,41,yes,fiber optic,yes,yes,yes,two year,electronic check,111.15,4507.15,no
male,0,no,no,20,yes,fiber optic,no,yes,yes,month-to-month,mailed check,98.55,2031.95,no
male,0,no,yes,1,yes,dsl,no,no,no,month-to-month,electronic check,50.05,50.05,no
